#context,
#duration,s,11.3619
count,time
0,1492084306456069
1,1492084306463792
2,1492084306463817
3,1492086759616819
4,1492086760027076
5,1492086760712923
6,1492095662658819
7,1492095668316123
8,1492095668321327
