# started on Sun May 15 17:03:26 2022

     0.001158804,0.01,Joules,power/energy-pkg/,1141754,100.00,,
     0.001158804,0.01,Joules,power/energy-cores/,1144155,100.00,,
     0.001158804,0.00,Joules,power/energy-ram/,1145340,100.00,,
     0.002230179,0.01,Joules,power/energy-pkg/,1109315,100.00,,
     0.002230179,0.00,Joules,power/energy-cores/,1109268,100.00,,
     0.002230179,0.00,Joules,power/energy-ram/,1109092,100.00,,
     0.003300803,0.00,Joules,power/energy-pkg/,1096421,100.00,,
     0.003300803,0.01,Joules,power/energy-cores/,1096393,100.00,,
     0.003300803,0.00,Joules,power/energy-ram/,1096273,100.00,,
     0.004371435,0.01,Joules,power/energy-pkg/,1089975,100.00,,
     0.004371435,0.01,Joules,power/energy-cores/,1089957,100.00,,
     0.004371435,0.00,Joules,power/energy-ram/,1089866,100.00,,
     0.005516061,0.01,Joules,power/energy-pkg/,1100913,100.00,,
     0.005516061,0.01,Joules,power/energy-cores/,1100891,100.00,,
     0.005516061,0.00,Joules,power/energy-ram/,1100819,100.00,,
     0.006666078,0.01,Joules,power/energy-pkg/,1109086,100.00,,
     0.006666078,0.00,Joules,power/energy-cores/,1109074,100.00,,
     0.006666078,0.00,Joules,power/energy-ram/,1109015,100.00,,
     0.007814734,0.00,Joules,power/energy-pkg/,1114746,100.00,,
     0.007814734,0.00,Joules,power/energy-cores/,1114732,100.00,,
     0.007814734,0.00,Joules,power/energy-ram/,1114681,100.00,,
     0.008963798,0.00,Joules,power/energy-pkg/,1119035,100.00,,
     0.008963798,0.01,Joules,power/energy-cores/,1119026,100.00,,
     0.008963798,0.00,Joules,power/energy-ram/,1118982,100.00,,
     0.010109529,0.01,Joules,power/energy-pkg/,1122001,100.00,,
     0.010109529,0.01,Joules,power/energy-cores/,1121994,100.00,,
     0.010109529,0.00,Joules,power/energy-ram/,1121955,100.00,,
     0.011219970,0.01,Joules,power/energy-pkg/,1120851,100.00,,
     0.011219970,0.00,Joules,power/energy-cores/,1120842,100.00,,
     0.011219970,0.00,Joules,power/energy-ram/,1120804,100.00,,
     0.012290853,0.01,Joules,power/energy-pkg/,1116304,100.00,,
     0.012290853,0.01,Joules,power/energy-cores/,1116299,100.00,,
     0.012290853,0.00,Joules,power/energy-ram/,1116266,100.00,,
     0.013361667,0.00,Joules,power/energy-pkg/,1112513,100.00,,
     0.013361667,0.00,Joules,power/energy-cores/,1112510,100.00,,
     0.013361667,0.00,Joules,power/energy-ram/,1112480,100.00,,
     0.014507715,0.00,Joules,power/energy-pkg/,1115095,100.00,,
     0.014507715,0.00,Joules,power/energy-cores/,1115089,100.00,,
     0.014507715,0.00,Joules,power/energy-ram/,1115062,100.00,,
     0.015656991,0.00,Joules,power/energy-pkg/,1117537,100.00,,
     0.015656991,0.00,Joules,power/energy-cores/,1117532,100.00,,
     0.015656991,0.00,Joules,power/energy-ram/,1117506,100.00,,
     0.016805269,0.01,Joules,power/energy-pkg/,1119586,100.00,,
     0.016805269,0.01,Joules,power/energy-cores/,1119582,100.00,,
     0.016805269,0.00,Joules,power/energy-ram/,1119558,100.00,,
     0.017954005,0.01,Joules,power/energy-pkg/,1121409,100.00,,
     0.017954005,0.00,Joules,power/energy-cores/,1121404,100.00,,
     0.017954005,0.00,Joules,power/energy-ram/,1121382,100.00,,
     0.019102556,0.00,Joules,power/energy-pkg/,1123007,100.00,,
     0.019102556,0.00,Joules,power/energy-cores/,1123003,100.00,,
     0.019102556,0.00,Joules,power/energy-ram/,1122982,100.00,,
     0.020208731,0.01,Joules,power/energy-pkg/,1122071,100.00,,
     0.020208731,0.00,Joules,power/energy-cores/,1122068,100.00,,
     0.020208731,0.00,Joules,power/energy-ram/,1122048,100.00,,
     0.021279262,0.00,Joules,power/energy-pkg/,1119361,100.00,,
     0.021279262,0.00,Joules,power/energy-cores/,1119357,100.00,,
     0.021279262,0.00,Joules,power/energy-ram/,1119338,100.00,,
     0.022350190,0.00,Joules,power/energy-pkg/,1116937,100.00,,
     0.022350190,0.00,Joules,power/energy-cores/,1116935,100.00,,
     0.022350190,0.00,Joules,power/energy-ram/,1116918,100.00,,
     0.023494570,0.00,Joules,power/energy-pkg/,1118246,100.00,,
     0.023494570,0.00,Joules,power/energy-cores/,1118242,100.00,,
     0.023494570,0.00,Joules,power/energy-ram/,1118225,100.00,,
     0.024646487,0.01,Joules,power/energy-pkg/,1119778,100.00,,
     0.024646487,0.01,Joules,power/energy-cores/,1119773,100.00,,
     0.024646487,0.00,Joules,power/energy-ram/,1119757,100.00,,
     0.025794936,0.00,Joules,power/energy-pkg/,1121024,100.00,,
     0.025794936,0.00,Joules,power/energy-cores/,1121020,100.00,,
     0.025794936,0.00,Joules,power/energy-ram/,1121005,100.00,,
     0.026943115,0.00,Joules,power/energy-pkg/,1122156,100.00,,
     0.026943115,0.00,Joules,power/energy-cores/,1122152,100.00,,
     0.026943115,0.00,Joules,power/energy-ram/,1122138,100.00,,
     0.028091239,0.01,Joules,power/energy-pkg/,1123195,100.00,,
     0.028091239,0.00,Joules,power/energy-cores/,1123192,100.00,,
     0.028091239,0.00,Joules,power/energy-ram/,1123177,100.00,,
     0.029209493,0.00,Joules,power/energy-pkg/,1123005,100.00,,
     0.029209493,0.00,Joules,power/energy-cores/,1123002,100.00,,
     0.029209493,0.00,Joules,power/energy-ram/,1122988,100.00,,
     0.030280196,0.00,Joules,power/energy-pkg/,1121068,100.00,,
     0.030280196,0.01,Joules,power/energy-cores/,1121066,100.00,,
     0.030280196,0.00,Joules,power/energy-ram/,1121053,100.00,,
     0.031351348,0.01,Joules,power/energy-pkg/,1119284,100.00,,
     0.031351348,0.01,Joules,power/energy-cores/,1119283,100.00,,
     0.031351348,0.00,Joules,power/energy-ram/,1119270,100.00,,
